rewrite,nbre_car
ciel,4
ciry-le-noble,13
clermain,8
clesse,6
clessy,6
cluny,5
collonge-en-charollais,22
collonge-la-madeleine,21
colombier-en-brionnais,22
condal,6
cordesse,8
cormatin,8
cortambert,10
cortevaix,9
coublanc,8
couches,7
creches-sur-saone,17
creot,5
cressy-sur-somme,16
crissey,7
cronat,6
cruzille,8
cuiseaux,8
cuisery,7
culles-les-roches,17
curbigny,8
curdin,6
curgy,5
curtil-sous-buffieres,21
curtil-sous-burnand,19
cussy-en-morvan,15
cuzy,4
damerey,7
dampierre-en-bresse,19
davaye,6
demigny,7
dennevy,7
dettey,6
devrouze,8
dezize-les-maranges,19
diconne,7
digoin,6
dommartin-les-cuiseaux,22
dompierre-les-ormes,19
dompierre-sous-sanvignes,24
donzy-le-national,17
donzy-le-pertuis,16
dracy-le-fort,13
dracy-les-couches,17
dracy-saint-loup,16
dyo,3
ecuelles,8
ecuisses,8
epertully,9
epervans,8
epinac,6
essertenne,10
etang-sur-arroux,16
etrigny,7
farges-les-chalon,17
farges-les-macon,16
flacey-en-bresse,16
flagy,5
fleurville,10
fleury-la-montagne,18
fley,4
fontaines,9
fontenay,8
fragnes,7
frangy-en-bresse,16
fretterans,10
frontenard,10
frontenaud,10
fuisse,6
genelard,8
genouilly,9
gergy,5
germagny,8
germolles-sur-grosne,20
gibles,6
gigny-sur-saone,15
gilly-sur-loire,15
givry,5
gourdon,7
grandvaux,9
granges,7
grevilly,8
grury,5
guerfand,8
gueugnon,8
hautefond,9
huilly-sur-seille,17
hurigny,7
ige,3
igornay,7
iguerande,9
issy-l-eveque,13
jalogny,7
jambles,7
joncy,5
joudes,6
jouvencon,9
jugy,4
juif,4
jully-les-buxy,14
l-abergement-de-cuisery,23
l-abergement-sainte-colombe,27
l-hopital-le-mercier,20
la-boulaye,10
la-celle-en-morvan,18
la-chapelle-au-mans,19
la-chapelle-de-bragny,21
la-chapelle-de-guinchay,23
la-chapelle-du-mont-de-france,29
la-chapelle-naude,17
la-chapelle-saint-sauveur,25
la-chapelle-sous-brancion,25
la-chapelle-sous-dun,20
la-chapelle-sous-uchon,22
la-chapelle-thecle,18
la-charmee,10
la-chaux,8
la-clayette,11
la-comelle,10
la-frette,9
la-genete,9
la-grande-verriere,18
la-guiche,9
la-loyere,9
la-motte-saint-jean,19
la-petite-verriere,18
la-racineuse,12
la-roche-vineuse,16
la-salle,8
la-tagniere,11
la-truchere,11
clux-villeneuve,15
la-vineuse,10
lacrost,7
laives,6
laize,5
laizy,5
lalheue,7
lans,4
lays-sur-le-doubs,17
le-breuil,9
le-creusot,10
le-fay,6
le-miroir,9
le-planois,10
le-puley,8
le-rousset,10
le-tartre,9
le-villars,10
les-bizots,10
les-bordes,10
les-guerreaux,13
lesme,5
lessard-en-bresse,17
lessard-le-national,19
leynes,6
ligny-en-brionnais,18
loisy,5
longepierre,11
louhans,7
lournand,8
lucenay-l-eveque,16
lugny,5
lugny-les-charolles,19
lux,3
macon,5
mailly,6
malay,5
maltat,6
mancey,6
marcigny,8
marcilly-la-gueurce,19
marcilly-les-buxy,17
marigny,7
marizy,6
marly-sous-issy,15
marly-sur-arroux,16
marmagne,8
marnay,6
martailly-les-brancion,22
martigny-le-comte,17
mary,4
massilly,8
massy,5
matour,6
mazille,7
melay,5
mellecey,8
menetreuil,10
mercurey,8
mervans,7
messey-sur-grosne,17
mesvres,7
milly-lamartine,15
mont,4
mont-les-seurre,15
mont-saint-vincent,18
montagny-les-buxy,17
montagny-pres-louhans,21
montagny-sur-grosne,19
montbellet,10
montceau-les-mines,18
montceaux-l-etoile,18
montceaux-ragny,15
montcenis,9
montchanin,10
montcony,8
montcoy,7
monthelon,9
montjay,7
montmelard,10
montmort,8
montpont-en-bresse,18
montret,7
morey,5
morlet,6
mornay,6
moroges,7
mouthier-en-bresse,18
mussy-sous-dun,14
nanton,6
navilly,7
neuvy-grandchamp,16
nochize,7
ormes,5
oslon,5
oudry,5
ouroux-sous-le-bois-sainte-marie,32
ouroux-sur-saone,16
oye,3
ozenay,6
ozolles,7
palinges,8
palleau,7
paray-le-monial,15
paris-l-hopital,15
passy,5
peronne,7
perrecy-les-forges,18
perreuil,8
perrigny-sur-loire,18
pierre-de-bresse,16
pierreclos,10
plottes,7
poisson,7
pontoux,7
pouilloux,9
pourlans,8
pressy-sous-dondin,18
prety,5
prisse,6
prizy,5
pruzilly,8
rancy,5
ratenelle,9
ratte,5
reclesne,8
remigny,7
rigny-sur-arroux,16
romaneche-thorins,17
romenay,7
rosey,5
roussillon-en-morvan,20
royer,5
rully,5
sagy,4
saillenard,10
sailly,6
saint-agnan,11
saint-albain,12
saint-ambreuil,14
saint-amour-bellevue,20
saint-andre-en-bresse,21
saint-andre-le-desert,21
saint-aubin-en-charollais,25
saint-aubin-sur-loire,21
saint-berain-sous-sanvignes,27
saint-berain-sur-dheune,23
saint-boil,10
saint-bonnet-de-cray,20
saint-bonnet-de-joux,20
saint-bonnet-de-vieille-vigne,29
saint-bonnet-en-bresse,22
saint-christophe-en-bresse,26
saint-christophe-en-brionnais,29
saint-clement-sur-guye,22
saint-cyr,9
saint-denis-de-vaux,19
saint-desert,12
saint-didier-en-bresse,22
saint-didier-en-brionnais,25
saint-didier-sur-arroux,23
saint-edmond,12
saint-emiland,13
saint-etienne-en-bresse,23
saint-eugene,12
saint-eusebe,12
saint-firmin,12
saint-forgeot,13
saint-gengoux-de-scisse,23
saint-gengoux-le-national,25
saint-germain-du-bois,21
saint-germain-du-plain,22
saint-germain-en-brionnais,26
saint-germain-les-buxy,22
saint-gervais-en-valliere,25
saint-gervais-sur-couches,25
saint-gilles,12
saint-huruge,12
saint-igny-de-roche,19
saint-jean-de-trezy,19
saint-jean-de-vaux,18
saint-julien-de-civry,21
saint-julien-de-jonzy,21
saint-julien-sur-dheune,23
saint-laurent-d-andenay,23
saint-laurent-en-brionnais,26
saint-leger-du-bois,19
saint-leger-les-paray,21
saint-leger-sous-beuvray,24
saint-leger-sous-la-bussiere,28
saint-leger-sur-dheune,22
saint-loup-de-varennes,22
saint-loup-geanges,18
saint-marcel,12
saint-marcelin-de-cray,22
saint-mard-de-vaux,18
saint-martin-belle-roche,24
saint-martin-d-auxy,19
saint-martin-de-commune,23
saint-martin-de-lixy,20
saint-martin-de-salencey,24
saint-martin-du-lac,19
saint-martin-du-mont,20
saint-martin-du-tartre,22
saint-martin-en-bresse,22
saint-martin-en-gatinois,24
saint-martin-la-patrouille,26
saint-martin-sous-montaigu,26
saint-maurice-de-satonnay,25
saint-maurice-des-champs,24
saint-maurice-en-riviere,24
saint-maurice-les-chateauneuf,29
saint-maurice-les-couches,25
saint-micaud,12
saint-nizier-sur-arroux,23
saint-pierre-de-varennes,24
saint-pierre-le-vieux,21
saint-point,11
saint-prive,11
saint-prix,10
saint-racho,11
saint-remy,10
saint-romain-sous-gourdon,25
saint-romain-sous-versigny,26
saint-sernin-du-bois,20
saint-sernin-du-plain,21
saint-symphorien-d-ancelles,27
saint-symphorien-de-marmagne,28
saint-symphorien-des-bois,25
saint-usuge,11
saint-vallerin,14
saint-vallier,13
saint-verand,12
saint-vincent-bragny,20
saint-vincent-des-pres,22
saint-vincent-en-bresse,23
saint-yan,9
saint-ythaire,13
sainte-cecile,13
sainte-croix,12
sainte-foy,10
sainte-helene,13
sainte-radegonde,16
saisy,5
salornay-sur-guye,17
sampigny-les-maranges,21
sance,5
santilly,8
sanvignes-les-mines,19
sarry,5
sassangy,8
sassenay,8
saules,6
saunieres,9
savianges,9
savigny-en-revermont,20
savigny-sur-grosne,18
savigny-sur-seille,18
semur-en-brionnais,18
sennecey-le-grand,17
senozan,7
sens-sur-seille,15
sercy,5
serley,6
sermesse,8
serrieres,9
serrigny-en-bresse,18
sevrey,6
sigy-le-chatel,14
simandre,8
simard,6
sivignon,8
sologny,7
solutre-pouilly,15
sommant,7
sornay,6
suin,4
sully,5
taize,5
tancon,6
tavernay,8
thil-sur-arroux,15
thurey,6
tintry,6
torcy,5
torpes,6
toulon-sur-arroux,17
tournus,7
toutenant,9
tramayes,8
trambly,7
trivy,5
tronchy,7
uchizy,6
uchon,5
uxeau,5
vareilles,9
varenne-l-arconce,17
varenne-saint-germain,21
varennes-le-grand,17
varennes-les-macon,18
varennes-saint-sauveur,22
varennes-sous-dun,17
vauban,6
vaudebarrier,12
vaux-en-pre,11
vendenesse-les-charolles,24
vendenesse-sur-arroux,21
verdun-sur-le-doubs,19
vergisson,9
verissey,8
verjux,6
verosvres,9
vers,4
versaugues,10
verze,5
villegaudin,11
villeneuve-en-montagne,22
vincelles,9
vindecy,7
vinzelles,9
vire,4
virey-le-grand,14
viry,4
vitry-en-charollais,19
vitry-les-cluny,15
vitry-sur-loire,15
volesvres,9
aigne,5
aillieres-beauvoir,18
allonnes,8
amne,4
ancinnes,8
arconnay,8
ardenay-sur-merize,18
arnage,6
artheze,7
asnieres-sur-vegre,18
asse-le-boisne,14
asse-le-riboul,14
aubigne-racan,13
auvers-le-hamon,15
auvers-sous-montfaucon,22
avesnes-en-saosnois,19
avesse,6
aveze,5
avoise,6
ballon,6
bazouges-sur-le-loir,20
beaufay,7
beaumont-pied-de-boeuf,22
beaumont-sur-deme,17
beaumont-sur-sarthe,19
beille,6
berfay,6
bernay-en-champagne,19
berus,5
besse-sur-braye,15
bethon,6
bleves,6
boesse-le-sec,13
bonnetable,10
bouer,5
bouloire,8
bourg-le-roi,12
bousse,6
brains-sur-gee,14
brette-les-pins,15
briosne-les-sables,18
brulon,6
cerans-foulletourte,19
chahaignes,10
challes,7
champagne,9
champfleur,10
champrond,9
change,6
chantenay-villedieu,19
chassille,9
chateau-du-loir,15
chateau-l-hermitage,19
chaufour-notre-dame,19
chemire-en-charnie,18
chemire-le-gaudin,17
chenay,6
chenu,5
cherance,8
cherisay,8
cherre,6
cherreau,8
cheville,8
clermont-creans,15
cogners,7
commerveil,10
conflans-sur-anille,19
conge-sur-orne,14
conlie,6
connerre,8
contilly,8
cormes,6
coudrecieux,11
coulaines,9
coulans-sur-gee,15
coulombiers,11
coulonge,8
courcebœufs,11
courcelles-la-foret,19
courcemont,10
courcival,9
courdemanche,12
courgains,9
courgenard,10
courtillers,11
crannes-en-champagne,20
cre-sur-loir,12
crisse,6
crosmieres,10
cures,5
dangeul,7
degre,5
dehault,7
dissay-sous-courcillon,22
disse-sous-ballon,17
disse-sous-le-lude,18
dollon,6
domfront-en-champagne,21
doucelles,9
douillet,8
duneau,6
dureil,6
ecommoy,7
ecorpain,8
epineu-le-chevreuil,19
etival-les-le-mans,18
evaille,7
fatines,7
fay,3
ferce-sur-sarthe,16
fille,5
flee,4
fontenay-sur-vegre,18
fresnay-sur-sarthe,18
fye,3
gesnes-le-gandelin,18
grandchamp,10
greez-sur-roc,13
guecelard,9
jauze,5
joue-en-charnie,15
joue-l-abbe,11
juigne-sur-sarthe,17
juille,6
jupilles,8
la-bazoge,9
la-bosse,8
la-bruere-sur-loir,18
la-chapelle-aux-choux,21
la-chapelle-d-aligne,20
la-chapelle-du-bois,19
la-chapelle-gaugain,19
la-chapelle-huon,16
la-chapelle-saint-aubin,23
la-chapelle-saint-fray,22
la-chapelle-saint-remy,22
la-chartre-sur-le-loir,22
la-ferte-bernard,16
la-fleche,9
la-fontaine-saint-martin,24
villeneuve-en-perseigne,23
la-guierche,11
la-milesse,10
la-quinte,9
la-suze-sur-sarthe,18
laigne-en-belin,15
lamnay,6
lavardin,8
lavare,6
lavenay,7
lavernat,8
le-bailleul,11
le-breil-sur-merize,19
le-chevain,10
le-grand-luce,13
le-grez,7
le-luart,8
le-lude,7
le-mans,7
le-tronchet,11
les-aulneaux,12
les-mees,8
lhomme,6
ligron,6
livet-en-saosnois,17
lombron,7
longnes,7
louailles,9
loue,4
louplande,9
louvigny,8
louzes,6
luce-sous-ballon,16
luceau,6
luche-pringe,12
maigne,6
maisoncelles,12
malicorne-sur-sarthe,20
mamers,6
mansigne,8
marcon,6
mareil-en-champagne,19
mareil-sur-loir,15
maresche,8
marigne-laille,14
marolles-les-braults,20
marolles-les-saint-calais,25
marollette,10
mayet,5
melleray,8
meurce,6
mezeray,7
mezieres-sous-lavardin,22
mezieres-sur-ponthouin,22
moitron-sur-sarthe,18
monce-en-belin,14
monce-en-saosnois,17
monhoudou,9
mont-saint-jean,15
montabon,8
montaille,9
montbizot,9
montfort-le-gesnois,19
montmirail,10
montreuil-le-chetif,19
montreuil-le-henri,18
moulins-le-carbonnel,20
mulsanne,8
nauvay,6
neufchatel-en-saosnois,22
neuvillalais,12
neuville-sur-sarthe,19
neuvillette-en-charnie,22
neuvy-en-champagne,18
nogent-le-bernard,17
nogent-sur-loir,15
notre-dame-du-pe,16
nouans,6
noyen-sur-sarthe,16
nuille-le-jalais,16
oisseau-le-petit,16
oize,4
panon,5
parce-sur-sarthe,16
parennes,8
parigne-l-eveque,16
parigne-le-polin,16
peray,5
peze-le-robert,14
piace,5
pince,5
pirmil,6
pizieux,7
poille-sur-vegre,16
ponce-sur-le-loir,17
pontvallain,11
precigne,8
preval,6
prevelles,9
pruille-l-eguille,17
pruille-le-chetif,17
rahay,5
rene,4
requeil,7
roeze-sur-sarthe,16
rouesse-fontaine,16
rouesse-vasse,13
rouez,5
rouillon,8
rouperroux-le-coquet,20
ruaudin,7
ruille-en-champagne,19
ruille-sur-loir,15
sable-sur-sarthe,16
saint-aignan,12
saint-aubin-de-locquenay,24
saint-aubin-des-coudrais,24
saint-biez-en-belin,19
saint-calais,12
saint-calez-en-saosnois,23
saint-celerin,13
saint-christophe-du-jambet,26
saint-christophe-en-champagne,29
saint-corneille,15
saint-cosme-en-vairais,22
saint-denis-d-orques,20
saint-denis-des-coudrais,24
saint-georges-de-la-couee,25
saint-georges-du-bois,21
saint-georges-du-rosay,22
saint-georges-le-gaultier,25
saint-germain-d-arce,20
saint-germain-sur-sarthe,24
saint-gervais-de-vic,20
saint-gervais-en-belin,22
saint-hilaire-le-lierru,23
saint-jean-d-asse,17
saint-jean-de-la-motte,22
saint-jean-des-echelles,23
saint-jean-du-bois,18
saint-leonard-des-bois,22
saint-longis,12
saint-maixent,13
saint-marceau,13
saint-mars-d-outille,20
saint-mars-de-locquenay,23
saint-mars-la-briere,20
saint-mars-sous-ballon,22
saint-martin-des-monts,22
saint-michel-de-chavaignes,26
saint-ouen-de-mimbre,20
saint-ouen-en-belin,19
saint-ouen-en-champagne,23
saint-paterne,13
saint-paul-le-gaultier,22
saint-pavace,12
saint-pierre-de-cheville,24
saint-pierre-des-bois,21
saint-pierre-des-ormes,22
saint-pierre-du-lorouer,23
saint-remy-de-sille,19
saint-remy-des-monts,20
saint-remy-du-val,17
saint-saturnin,14
saint-symphorien,16
saint-ulphace,13
saint-victeur,13
saint-vincent-des-pres,22
saint-vincent-du-lorouer,24
sainte-cerotte,14
sainte-jamme-sur-sarthe,23
sainte-osmane,13
sainte-sabine-sur-longeve,25
saosnes,7
sarce,5
sarge-les-le-mans,17
savigne-l-eveque,16
savigne-sous-le-lude,20
sceaux-sur-huisne,17
segrie,6
semur-en-vallon,15
sille-le-guillaume,18
sille-le-philippe,17
solesmes,8
souge-le-ganelon,16
souille,7
souligne-flace,14
souligne-sous-ballon,20
soulitre,8
souvigne-sur-meme,17
souvigne-sur-sarthe,19
spay,4
surfonds,8
tasse,5
tassille,8
teille,6
teloche,7
tennie,6
terrehault,10
theligny,8
thoigne,7
thoire-sous-contensor,21
thoire-sur-dinan,16
thoree-les-pins,15
thorigne-sur-due,16
torce-en-vallee,15
trange,6
tresson,7
tuffe,5
vaas,4
valennes,8
vallon-sur-gee,14
vance,5
verneil-le-chetif,17
vernie,6
vezot,5
vibraye,7
villaines-la-carelle,20
villaines-la-gonais,19
villaines-sous-luce,19
villaines-sous-malicorne,24
vion,4
vire-en-champagne,17
vivoin,6
voivres-les-le-mans,19
volnay,6
vouvray-sur-huisne,18
vouvray-sur-loir,16
yvre-l-eveque,13
yvre-le-polin,13
aiguebelette-le-lac,19
aiguebelle,10
aigueblanche,12
aillon-le-jeune,15
aillon-le-vieux,15
aime,4
aiton,5
aix-les-bains,13
albens,6
albertville,11
albiez-le-jeune,15
albiez-montrond,15
allondaz,8
apremont,8
arbin,5
argentine,9
arith,5
arvillard,9
attignat-oncin,14
aussois,7
avressieux,10
avrieux,7
ayn,3
barberaz,8
barby,5
bassens,7
beaufort,8
bellecombe-en-bauges,20
bellentre,9
belmont-tramonet,16
bessans,7
betton-bettonet,15
billieme,8
bonneval,8
bonneval-sur-arc,16
bonvillard,10
bonvillaret,11
bourdeau,8
bourg-saint-maurice,19
bourget-en-huile,16
bourgneuf,9
bozel,5
bramans,7
brides-les-bains,16
brison-saint-innocent,21
cesarches,9
cessens,7
cevins,6
challes-les-eaux,16
chambery,8
chamousset,10
chamoux-sur-gelon,17
champ-laurent,13
champagneux,11
champagny-en-vanoise,20
chanaz,6
chateauneuf,11
chignin,7
chindrieux,10
clery,5
cognin,6
cohennoz,8
coise-saint-jean-pied-gauthier,30
conjux,6
corbel,6
crest-voland,12
cruet,5
curienne,8
detrier,7
domessin,8
doucy-en-bauges,15
drumettaz-clarafond,19
dullin,6
ecole,5
entremont-le-vieux,18
epersy,6
epierre,7
esserts-blay,12
etable,6
feissons-sur-isere,18
feissons-sur-salins,19
flumet,6
fontaine-le-puits,17
fontcouverte-la-toussuire,25
fourneaux,9
francin,7
freney,6
freterive,9
frontenex,9
gerbaix,7
gilly-sur-isere,15
granier,7
gresin,6
gresy-sur-aix,13
gresy-sur-isere,15
grignon,7
hautecour,9
hauteluce,9
hauteville,10
hermillon,9
jacob-bellecombette,19
jarrier,7
jarsy,5
jongieux,8
la-balme,8
la-bathie,9
la-bauche,9
la-biolle,9
la-bridoire,11
la-chambre,10
la-chapelle,11
la-chapelle-blanche,19
la-chapelle-du-mont-du-chat,27
la-chapelle-saint-martin,24
la-chavanne,11
la-compote,10
la-cote-d-aime,14
la-croix-de-la-rochette,23
la-giettaz,10
la-lechere,10
la-motte-en-bauges,18
la-motte-servolex,17
la-perriere,11
la-ravoire,10
la-rochette,11
la-table,8
la-thuile,9
la-trinite,10
laissaud,8
landry,6
lanslebourg-mont-cenis,22
lanslevillard,13
le-bois,7
le-bourget-du-lac,17
le-chatel,9
le-chatelard,12
le-noyer,8
le-pont-de-beauvoisin,21
le-pontet,9
le-verneil,10
lepin-le-lac,12
les-allues,10
les-avanchers-valmorel,22
les-chapelles,13
les-chavannes-en-maurienne,26
les-deserts,11
les-echelles,12
les-marches,11
les-mollettes,13
lescheraines,12
loisieux,8
lucey,5
macot-la-plagne,15
marcieux,8
marthod,7
mercury,7
mery,4
meyrieux-trouet,15
modane,6
mognard,7
montagnole,10
montagny,8
montailleur,11
montaimont,10
montcel,7
montendry,9
montgellafrey,13
montgilbert,11
montgirod,9
monthion,8
montmelian,10
montricher-albanne,18
montsapey,9
montvalezan,11
montvernier,11
motz,4
moutiers,8
mouxy,5
myans,5
nances,6
notre-dame-de-bellecombe,24
notre-dame-des-millieres,24
notre-dame-du-cruet,19
notre-dame-du-pre,17
novalaise,9
ontex,5
orelle,6
pallud,6
peisey-nancroix,15
planaise,8
planay,6
plancherine,11
pontamafrey-montpascal,22
pralognan-la-vanoise,20
presle,6
pugny-chatenod,14
puygros,7
queige,6
randens,7
rochefort,9
rognaix,7
rotherens,9
ruffieux,8
saint-alban-de-montbel,22
saint-alban-d-hurtieres,23
saint-alban-des-villards,24
saint-alban-leysse,18
saint-andre,11
saint-avre,10
saint-baldoph,13
saint-beron,11
saint-bon-tarentaise,20
saint-cassin,12
saint-christophe,16
saint-colomban-des-villards,27
saint-etienne-de-cuines,23
saint-franc,11
saint-francois-de-sales,23
saint-francois-longchamp,24
saint-genix-sur-guiers,22
saint-georges-d-hurtieres,25
saint-germain-la-chambotte,26
saint-girod,11
saint-jean-d-arves,18
saint-jean-d-arvey,18
saint-jean-de-belleville,24
saint-jean-de-chevelu,21
saint-jean-de-couz,18
saint-jean-de-la-porte,22
saint-jean-de-maurienne,23
saint-jeoire-prieure,20
saint-julien-mont-denis,23
saint-leger,11
saint-marcel,12
saint-martin-d-arc,18
saint-martin-de-belleville,26
saint-martin-de-la-porte,24
saint-martin-sur-la-chambre,27
saint-maurice-de-rotherens,26
saint-michel-de-maurienne,25
saint-nicolas-la-chapelle,25
saint-offenge,13
saint-ours,10
saint-oyen,10
saint-pancrace,14
saint-paul,10
saint-paul-sur-isere,20
saint-pierre-d-albigny,22
saint-pierre-d-alvey,20
saint-pierre-d-entremont,24
saint-pierre-de-belleville,26
saint-pierre-de-curtille,24
saint-pierre-de-genebroz,24
saint-pierre-de-soucy,21
saint-remy-de-maurienne,23
saint-sorlin-d-arves,20
saint-sulpice,13
saint-thibaud-de-couz,21
saint-vital,11
sainte-foy-tarentaise,21
sainte-helene-du-lac,20
sainte-helene-sur-isere,23
sainte-marie-d-alvey,20
sainte-marie-de-cuines,22
sainte-reine,12
salins-les-thermes,18
seez,4
serrieres-en-chautagne,22
sollieres-sardieres,19
sonnaz,6
termignon,9
thenesol,8
thoiry,6
tignes,6
tournon,7
tours-en-savoie,15
traize,6
tresserve,9
trevignin,9
ugine,5
val-d-isere,11
valezan,7
valloire,8
valmeinier,10
venthon,7
verel-de-montbel,16
verel-pragondran,16
verrens-arvey,13
verthemex,9
villard-d-hery,14
villard-leger,13
villard-sallet,14
villard-sur-doron,17
villarembert,12
villargondran,13
villarlurin,11
villarodin-bourget,18
villaroger,10
villaroux,9
vimines,7
vions,5
viviers-du-lac,14
voglans,7
yenne,5
abondance,9
alby-sur-cheran,15
alex,4
alleves,7
allinges,8
allonzier-la-caille,19
amancy,6
ambilly,7
andilly,7
annecy,6
annecy-le-vieux,15
annemasse,9
anthy-sur-leman,15
araches-la-frasse,17
arbusigny,9
archamps,8
arenthon,8
argonay,7
armoy,5
arthaz-pont-notre-dame,22
aviernoz,8
ayse,4
ballaison,9
bassy,5
beaumont,8
bellevaux,9
bernex,6
bloye,5
bluffy,6
boege,5
bogeve,6
bonne,5
bonnevaux,9
bonneville,10
bons-en-chablais,16
bossey,6
boussy,6
brenthonne,10
brizon,6
burdignin,9
cercier,7
cernex,6
cervens,7
chainaz-les-frasses,19
challonges,10
chamonix-mont-blanc,19
champanges,10
chapeiry,8
charvonnex,10
chatel,6
chatillon-sur-cluses,20
chaumont,8
chavannaz,9
chavanod,8
chene-en-semine,15
chenex,6
chens-sur-leman,15
chessenaz,9
chevaline,9
chevenoz,8
chevrier,8
chilly,6
choisy,6
clarafond-arcine,16
clermont,8
cluses,6
collonges-sous-saleve,21
combloux,8
cons-sainte-colombe,19
contamine-sarzin,16
contamine-sur-arve,18
copponex,8
cordon,6
cornier,7
cran-gevrier,12
cranves-sales,13
crempigny-bonneguete,20
cruseilles,10
cusy,4
cuvat,5
demi-quartier,13
desingy,7
dingy-en-vuache,15
dingy-saint-clair,17
domancy,7
doussard,8
douvaine,8
draillant,9
droisy,6
duingt,6
eloise,6
entremont,9
entrevernes,11
epagny,6
essert-romand,13
etaux,5
etercy,6
etrembieres,11
evian-les-bains,15
evires,6
excenevex,9
faucigny,8
faverges,8
feigeres,8
fessy,5
feternes,8
fillinges,9
franclens,9
frangy,6
gaillard,8
giez,4
groisy,6
gruffy,6
habere-lullin,13
habere-poche,12
hauteville-sur-fier,19
hery-sur-alby,13
jonzier-epagny,14
juvigny,7
la-balme-de-sillingy,20
la-balme-de-thuy,16
la-baume,8
la-chapelle-d-abondance,23
la-chapelle-rambaud,19
la-chapelle-saint-maurice,25
la-clusaz,9
la-cote-d-arbroz,16
la-forclaz,10
la-muraz,8
la-riviere-enverse,18
la-roche-sur-foron,18
la-tour,7
la-vernaz,9
larringes,9
lathuile,8
le-biot,7
le-bouchet-mont-charvin,23
le-grand-bornand,16
le-petit-bornand-les-glieres,28
le-reposoir,11
le-sappey,9
les-clefs,9
les-contamines-montjoie,23
les-gets,8
les-houches,11
les-ollieres,12
les-villards-sur-thones,23
leschaux,8
loisin,6
lornay,6
lovagny,7
lucinges,8
lugrin,6
lullin,6
lully,5
lyaud,5
machilly,8
magland,7
manigod,7
marcellaz,9
marcellaz-albanais,18
margencel,9
marignier,9
marigny-saint-marcel,20
marin,5
marlens,7
marlioz,7
marnaz,6
massingy,8
massongy,8
maxilly-sur-leman,17
megeve,6
megevette,9
meillerie,9
menthon-saint-bernard,21
menthonnex-en-bornes,20
menthonnex-sous-clermont,24
mesigny,7
messery,7
metz-tessy,10
meythet,7
mieussy,7
minzier,7
monnetier-mornex,16
mont-saxonnex,13
montagny-les-lanches,20
montmin,7
montriond,9
morillon,8
morzine,7
moye,4
mures,5
musieges,8
nancy-sur-cluses,16
nangy,5
naves-parmelan,14
nernier,7
neuvecelle,10
neydens,7
nonglard,8
novel,5
onnion,6
orcier,6
passy,5
peillonnex,10
perrignier,10
pers-jussy,10
poisy,5
praz-sur-arly,13
presilly,8
pringy,6
publier,7
quintal,7
reignier-esery,14
reyvroz,7
rumilly,7
saint-andre-de-boege,20
saint-blaise,12
saint-cergues,13
saint-eusebe,12
saint-eustache,14
saint-felix,11
saint-ferreol,13
saint-germain-sur-rhone,23
saint-gervais-les-bains,23
saint-gingolph,14
saint-jean-d-aulps,18
saint-jean-de-sixt,18
saint-jean-de-tholome,21
saint-jeoire,12
saint-jorioz,12
saint-julien-en-genevois,24
saint-laurent,13
saint-martin-bellevue,21
saint-paul-en-chablais,22
saint-pierre-en-faucigny,24
saint-sigismond,15
saint-sixt,10
saint-sylvestre,15
sales,5
sallanches,10
sallenoves,10
samoens,7
savigny,7
saxel,5
scientrier,10
sciez,5
scionzier,9
serraval,8
servoz,6
sevrier,7
seynod,6
seyssel,7
seythenex,9
seytroux,8
sillingy,8
sixt-fer-a-cheval,17
talloires,9
taninges,8
thollon-les-memises,19
thones,6
thonon-les-bains,16
thorens-glieres,15
thusy,5
thyez,5
usinens,7
vacheresse,10
vailly,6
val-de-fier,11
valleiry,8
vallieres,9
vallorcine,10
vanzy,5
vaulx,5
veigy-foncenex,14
verchaix,8
vers,4
versonnex,9
vetraz-monthoux,15
veyrier-du-lac,14
villard,7
villaz,6
ville-en-sallaz,15
ville-la-grand,14
villy-le-bouveret,17
villy-le-pelloux,16
vinzier,7
viry,4
viuz-en-sallaz,14
viuz-la-chiesaz,15
vougy,5
vovray-en-bornes,16
vulbens,7
yvoire,6
paris,5
allouville-bellefosse,21
alvimare,8
ambrumesnil,11
amfreville-la-mi-voie,21
amfreville-les-champs,21
anceaumeville,13
ancourt,7
ancourteville-sur-hericourt,27
ancretieville-saint-victor,26
ancretteville-sur-mer,21
angerville-bailleul,19
angerville-l-orcher,19
angerville-la-martel,20
angiens,7
anglesqueville-l-esneval,24
anglesqueville-la-bras-long,27
anneville-ambourville,21
anneville-sur-scie,18
annouville-vilmesnil,20
anquetierville,14
anveville,9
ardouval,8
argueil,7
arques-la-bataille,18
assigny,7
aubeguimont,11
aubermesnil-aux-erables,23
aubermesnil-beaumais,20
auberville-la-campagne,22
auberville-la-manuel,20
auberville-la-renault,21
auffay,6
aumale,6
auppegard,9
auquemesnil,11
authieux-ratieville,19
autigny,7
autretot,8
auvilliers,10
auzebosc,8
auzouville-auberbosc,20
auzouville-l-esneval,20
auzouville-sur-ry,17
auzouville-sur-saane,20
avesnes-en-bray,15
avesnes-en-val,14
avremesnil,10
bacqueville-en-caux,19
bailleul-neuville,17
baillolet,9
bailly-en-riviere,17
baons-le-comte,14
bardouville,11
barentin,8
baromesnil,10
bazinval,8
beaubec-la-rosiere,18
beaumont-le-hareng,18
beaurepaire,11
beaussault,10
beautot,7
beauval-en-caux,15
beauvoir-en-lyons,17
bec-de-mortagne,15
belbeuf,7
bellencombre,12
bellengreville,14
