rewrite,gentile_f_ville,nbre_car
petrifontaine,Pétrifontaine,13
piroulette,Piroulette,10
placeenne,Placéenne,9
plaimboise,Plaimboise,10
pointvillarde,Pointvillarde,13
rudipontaine,Rudipontaine,12
pont-les-moulinoise,Pont-les-Moulinoise,19
pontissalienne,Pontissalienne,14
appulienne,Appulienne,10
pientevellaise,Pientevellaise,14
provencheroise,Provenchèroise,14
pugelote,Pugelote,8
quingeoise,Quingeoise,10
rahonnaise,Rahonnaise,10
rancenaise,Rancenaise,10
rangeoise,Rangeoise,9
recolignoise,Recolignoise,12
reculfotiere,Reculfotière,12
renedaliere,Renédalière,11
rudignacusse,Rudignacusse,12
rillanaise,Rillanaise,10
rochoise,Rochoise,8
rochoise,Rochoise,8
brigande,Brigande,8
abbanaise,Abbanaise,9
ronchelienne,Ronchelienne,12
rondefontaine,Rondefontaine,13
rubrimontaine,Rubrimontaine,13
rougemontote,Rougemontote,12
roulanaise,Roulanaise,10
routelloise,Routelloise,11
ruffeenne,Rufféenne,9
chat-borgne,"Chat borgne",11
saint-georgeoise,Saint-Georgeoise,16
saint-hippolytaine,Saint-Hippolytaine,18
saint-pointue,Saint-Pointue,13
saint-vitoise,Saint-Vitoise,13
saintanniere,Saintannière,12
colombine,Colombine,9
feunue,Feunue,6
samsoniere,Samsonière,10
sanceenne,Sancéenne,9
sanceenne,Sancéenne,9
santochoise,Santochoise,11
saonoise,Saônoise,8
sarrasine,Sarrasine,9
sarrazine,Sarrazine,9
sauvagnoulaise,Sauvagnoulaise,14
seloncourtoise,Seloncourtoise,14
bouerotte,Bouerotte,9
serri-sapinoise,Serri-Sapinoise,15
servinoise,Servinoise,10
silley,Silley,6
sochalienne,Sochalienne,11
sombacourtoise,Sombacourtoise,14
soulcoise,Soulçoise,9
souranaise,Souranaise,10
soyotte,Soyotte,7
surmontoise,Surmontoise,11
taillecourtoise,Taillecourtoise,15
tallanaise,Tallanaise,10
tallenaysienne,Tallenaysienne,14
tarcenarde,Tarcenarde,10
thisienne,Thisienne,9
thoraisienne,Thoraisienne,12
torpesienne,Torpésienne,11
trepotine,Trépotine,9
urtiere,Urtière,7
uzelloise,Uzelloise,9
vairiere,Vairière,8
vairiere,Vairière,8
valoise,Valoise,7
valdahonnaise,Valdahonnaise,13
boroillotte,Boroillotte,11
valleroisienne,Valleroisienne,14
valonnaise,Valonnaise,10
vanclanaise,Vanclanaise,11
vandoncourtoise,Vandoncourtoise,15
vauchampoise,Vauchampoise,12
vauclusienne,Vauclusienne,12
valvilleroise,Valvilleroise,13
vaufreenne,Vaufréenne,10
valchantoise,Valchantoise,12
vauliere,Vaulière,8
velesmoise,Velesmoise,10
vellerote,Vellerote,9
venizienne,Vénizienne,10
vennanaise,Vennanaise,10
veinarde,Veinarde,8
vercelloise,Vercelloise,11
vergrannaise,Vergrannaise,12
vernoise,Vernoise,8
varisienne,Varisienne,10
vieilley,Vieilley,8
vitree,Vitrée,6
charmontaise,Charmontaise,12
sauget,Sauget,6
vermecelee,Vermecelée,10
villers-buzonnaise,Villers-Buzonnaise,18
villeriere,Villerière,10
villersoise,Villersoise,11
vorgienne,Vorgienne,9
vodjacoise,Vodjacoise,10
vuillafanaise,Vuillafanaise,13
grenouillarde,Grenouillarde,13
vytoise,Vytoise,7
aixoise,Aixoise,7
albonnaise,Albonnaise,10
aleyracienne,Aleyracienne,12
alixanaise,Alixanaise,10
allanaise,Allanaise,9
allexoise,Allexoise,9
ambonilienne,Ambonilienne,12
anconaise,Ancônaise,9
andancettoise,Andancettoise,13
anneyronnaise,Anneyronnaise,13
aoustoise,Aoustoise,9
arnayonnaise,Arnayonnaise,12
arpavonnaise,Arpavonnaise,12
arthemonoise,Arthémonoise,12
aubenassonnaise,Aubenassonnaise,15
aubroise,Aubroise,8
aucelonnaise,Aucelonnaise,12
aulannaise,Aulannaise,10
aureloise,Aureloise,9
autichampaise,Autichampaise,13
ballonnoise,Ballonnoise,11
barbieroise,Barbiéroise,11
barcelonnaise,Barcelonnaise,13
barnavoise,Barnavoise,10
barretiere,Barretière,10
barsacoise,Barsacoise,10
baternoise,Baternoise,10
beaufortoise,Beaufortoise,12
beaumontoise,Beaumontoise,12
beaumontoise,Beaumontoise,12
beaumontaise,Beaumontaise,12
beauregardoise,Beauregardoise,14
beaurieroise,Beauriéroise,12
belsimilienne,Belsimilienne,13
beauvallonnaise,Beauvallonnaise,15
beauvoisinaise,Beauvoisinaise,14
bellecomboise,Bellecomboise,13
bellegardoise,Bellegardoise,13
benivaloise,Bénivaloise,11
besayenne,Bésayenne,9
besignanaise,Bésignanaise,12
bezaudunoise,Bézaudunoise,12
bonilocienne,Bonilocienne,12
bousquetainne,Bousquetainne,13
boulcienne,Boulcienne,10
bourdeloise,Bourdeloise,11
peageoise,Péageoise,9
bourcaine,Bourcaine,9
bouvantienne,Bouvantienne,12
bouvieroise,Bouviéroise,11
brennoise,Brennoise,9
brettoise,Brettoise,9
buxoise,Buxoise,7
chabeuilloise,Chabeuilloise,13
chabrillanaise,Chabrillanaise,14
chalanconnaise,Chalanconnaise,14
chamalocoise,Chamalocoise,12
chamaretoise,Chamaretoise,12
chanos-cursonnaise,Chanos-Cursonnaise,18
chantemerloise,Chantemerloise,14
chantemerlaise,Chantemerlaise,14
charmoise,Charmoise,9
charolaise,Charolaise,10
charpenoise,Charpenoise,11
chasteloise,Chasteloise,11
chateaudoubloise,Châteaudoubloise,16
castelbordetaine,Castelbordetaine,16
castelneuvoise,Castelneuvoise,14
castelneuvoise,Castelneuvoise,14
chateauneuvoise,Châteauneuvoise,15
chatillonnaise,Châtillonnaise,14
chatillonnaise,Châtillonnaise,14
goubetoise,Goubetoise,10
chaudebonnaise,Chaudebonnaise,14
chauvaquiere,Chauvaquière,12
chavannaise,Chavannaise,11
clansayaise,Clansayaise,11
claveysonnaise,Claveysonnaise,14
cleonnaise,Cléonnaise,10
clerieugeoise,Clérieugeoise,13
cliousclatienne,Cliousclatienne,15
cobonnoise,Cobonnoise,10
colonzelloise,Colonzelloise,13
combovinoise,Combovinoise,12
compsoise,Compsoise,9
condillacoise,Condillacoise,13
condorceenne,Condorcéenne,12
cornillacoise,Cornillacoise,13
cornillonaise,Cornillonaise,13
crepoloise,Crépoloise,10
crestoise,Crestoise,9
crozoise,Crozoise,8
crupiane,Crupiane,8
curnieroise,Curnieroise,11
dioise,Dioise,6
dieulefitoise,Dieulefitoise,13
divajoise,Divajoise,9
donzeroise,Donzéroise,10
cavisienne,Cavisienne,10
epinouzienne,Epinouzienne,12
eromaine,Érômaine,8
espeluchoise,Espeluchoise,12
espeneloise,Espenéloise,11
establetaise,Establetaise,12
etoilienne,Etoilienne,10
eurroise,Eurroise,8
eygalayaise,Eygalayaise,11
eygalieraine,Eygalieraine,12
eygloulinoise,Eygloulinoise,13
eymeusienne,Eymeusienne,11
eyrolaise,Eyrolaise,9
eyzahutienne,Eyzahutienne,12
fayenne,Fayenne,7
felinoise,Félinoise,9
ferrassieroise,Ferrassièroise,14
francillonnaise,Francillonnaise,15
genissoise,Génissoise,10
gervandoise,Gervandoise,11
geyssanaise,Geyssanaise,11
gigoroise,Gigoroise,9
glandageoise,Glandageoise,12
granoise,Granoise,8
grangeoise,Grangeoise,10
grignanaise,Grignanaise,11
gumianaise,Gumianaise,10
hauterivoise,Hauterivoise,12
hostunoise,Hostunoise,10
izonaise,Izonaise,8
jaillanaise,Jaillanaise,11
joncheroise,Jonchéroise,11
batillonnaise,Bâtillonnaise,13
batisienne,Bâtisienne,10
balmoise,Balmoise,8
baumoise,Baumoise,8
baumoise,Baumoise,8
begudienne,Bégudienne,10
chapelaine,Chapelaine,10
charcoise,Charçoise,9
chaudieroise,Chaudièroise,12
coucourdoise,Coucourdoise,12
lagardienne,Lagardienne,11
laupiarde,Laupiarde,9
la-mottoise,"La Mottoise",11
la-mottoise,"La Mottoise",11
fanjamotteuse,Fanjamotteuse,13
pennoise,Pennoise,8
la-reparoise,"La Réparoise",12
rochelaine,Rochelaine,10
rochoise,Rochoise,8
rochoise,Rochoise,8
rochettaise,Rochettaise,11
toscadine,Toscadine,9
laboreloise,Laboreloise,11
chaupatiere,Chaupatière,11
lapeyrousienne,Lapeyrousienne,14
larnageoise,Larnageoise,11
lavalaixoise,Lavalaixoise,12
laveyronnaise,Laveyronnaise,13
chaffaloise,Chaffaloise,11
chalonnaise,Chalonnaise,11
serrine,Serrine,7
le-peguoise,"Le Pèguoise",11
poeterote,Poëterote,9
pouyetiere,Pouyetière,10
poet-lavalienne,Poët-Lavalienne,15
sigillatienne,Sigillatienne,13
lempsoise,Lempsoise,9
lenseloise,Lenseloise,10
cellynoise,Cellynoise,10
gontardienne,Gontardienne,12
pilloise,Pilloise,8
pratoise,Pratoise,8
tonilienne,Tonilienne,10
tourrettoise,Tourrettoise,12
leschoise,Leschoise,9
livronnaise,Livronnaise,11
loriolaise,Loriolaise,10
lucoise,Lucoise,7
lussoise,Lussoise,8
malatavernoise,Malatavernoise,14
malissardoise,Malissardoise,13
manassonne,Manassonne,10
manthenoise,Manthenoise,11
marchoise,Marchoise,9
margessoise,Margessoise,11
marignacoise,Marignacoise,12
marsannaise,Marsannaise,11
marsazienne,Marsazienne,11
menglonnaise,Menglonnaise,12
mercurolaise,Mercurolaise,12
merindolaise,Mérindolaise,12
mevouillonnaise,Mévouillonnaise,15
mirabelaise,Mirabelaise,11
blaconnaise,Blaconnaise,11
miribeloise,Miribeloise,11
mirmandaise,Mirmandaise,11
misconaise,Misconaise,10
molieroise,Molièroise,10
mollanaise,Mollanaise,10
montalbanaise,Montalbanaise,13
montaulieusaise,Montaulieusaise,15
montboucheroise,Montboucheroise,15
montbrisonnaise,Montbrisonnaise,15
montbrunoise,Montbrunoise,12
chenumontaise,Chenumontaise,13
montclaroise,Montclaroise,12
montelegeoise,Montélégeoise,13
montelienne,Montélienne,11
montilienne,Montilienne,11
ferremontaine,Ferrémontaine,13
montfrocoise,Montfrocoise,12
montguerroise,Montguerroise,13
montjevine,Montjevine,10
montjoyerienne,Montjoyerienne,14
montlaurdaise,Montlaurdaise,13
montmauroise,Montmauroise,12
montmeyranaise,Montmeyranaise,14
montmiraloise,Montmiraloise,13
montoisonnaise,Montoisonnaise,14
montrealaise,Montréalaise,12
rigaud-montaine,Rigaud-Montaine,15
montseguraise,Montséguraise,13
montvendroise,Montvendroise,13
morassienne,Morassienne,11
mornansaise,Mornansaise,11
moursoise,Moursoise,9
mureilloise,Mureilloise,11
nyonsaise,Nyonsaise,9
omblezienne,Omblèzienne,11
orcinassoise,Orcinassoise,12
oroyenne,Oroyenne,8
ourchoise,Ourchoise,9
parnanaise,Parnanaise,10
pelonnaise,Pelonnaise,10
pennoise,Pennoise,8
peyrinoise,Peyrinoise,10
peyrusienne,Peyrusienne,11
piegonnaise,Piègonnaise,11
clastroise,Clastroise,10
pierrelattine,Pierrelattine,13
pierrelonguaise,Pierrelonguaise,15
plaisianaise,Plaisianaise,12
planarudolphienne,Planarudolphienne,17
pommeroloise,Pommeroloise,12
ponetaise,Ponetaise,9
ponsardiere,Ponsardière,11
pontoise,Pontoise,8
pont-d-iseroise,"Pont d'Iséroise",15
pontaisonne,Pontaisonne,11
portoise,Portoise,8
portoise,Portoise,8
poyolaise,Poyolaise,9
pradelloise,Pradelloise,11
propriacoise,Propriacoise,12
puy-saint-martinoise,Puy-Saint-Martinoise,20
puygironnaise,Puygironnaise,13
ratieroise,Ratièroise,10
reauvilloise,Réauvilloise,12
recoubeauloise,Recoubeauloise,14
reilhanettoise,Reilhanettoise,14
remuzatienne,Rémuzatienne,12
rimondiere,Rimondière,10
riomaise,Riomaise,8
rochoise,Rochoise,8
rochebaudinoise,Rochebaudinoise,15
rochebrunoise,Rochebrunoise,13
sinarupienne,Sinarupienne,12
rochefortoise,Rochefortoise,13
samsonnaise,Samsonnaise,11
rochefourchatienne,Rochefourchatienne,18
rochegudienne,Rochegudienne,13
romanaise,Romanaise,9
romeyaise,Romeyaise,9
rottieroise,Rottieroise,11
roussassienne,Roussassienne,13
roussettoise,Roussettoise,12
roussieraise,Roussiéraise,12
regnaquaine,Régnaquaine,11
sahunaise,Sahunaise,9
saillansonne,Saillansonne,12
saint-agnanaise,Saint-Agnanaise,15
saint-andeolaise,Saint-Andéolaise,16
saint-aubannaise,Saint-Aubannaise,16
saint-avitoise,Saint-Avitoise,14
bardousienne,Bardousienne,12
saint-barthelemienne,Saint-Barthélémienne,20
saint-benedictine,Saint-Bénédictine,17
saint-bonnetaire,Saint-Bonnetaire,16
saint-christophoise,Saint-Christophoise,19
saint-dizieroise,Saint-Dizièroise,16
donatienne,Donatienne,10
saint-ferreolaise,Saint-Ferréolaise,17
saint-gervaisienne,Saint-Gervaisienne,18
saint-jeannaise,Saint-Jeannaise,15
quintoune,Quintoune,9
saint-julienoise,Saint-Julienoise,16
onayse,Onayse,6
lauroyenne,Lauroyenne,10
saint-marcelouse,Saint-Marcelouse,16
saint-marceloise,Saint-Marceloise,16
saint-martinoise,Saint-Martinoise,16
saint-martinoise,Saint-Martinoise,16
columartine,Columartine,11
saint-mauricienne,Saint-Mauricienne,17
saint-mayenne,Saint-Mayenne,13
saint-michelloise,Saint-Michelloise,17
saint-nazairienne,Saint-Nazairienne,17
saint-nazairaise,Saint-Nazairaise,16
saint-pantaleonaise,Saint-Pantaléonaise,19
saint-pauloise,Saint-Pauloise,14
tricastine,Tricastine,10
rambertoise,Rambertoise,11
saint-restitutienne,Saint-Restitutienne,19
saint-romanienne,Saint-Romanienne,16
salvatorienne,Salvatorienne,13
saint-savorienne,Saint-Savorienne,16
saint-sorlinoise,Saint-Sorlinoise,16
saint-thomassoise,Saint-Thomassoise,17
saint-uzienne,Saint-Uzienne,13
valloirienne,Valloirienne,12
commanderienne,Commandérienne,14
sainte-crucienne,Sainte-Crucienne,16
aulayenne,Aulayenne,9
saint-euphemienne,Saint-Euphémienne,17
sainte-jalloise,Sainte-Jalloise,15
salettoise,Salettoise,10
salloise,Salloise,8
saonienne,Saônienne,9
saulcoise,Saulçoise,9
sauzillarde,Sauzillarde,11
savassonne,Savassonne,10
sederonnaise,Séderonnaise,12
servoise,Servoise,8
saint-raphaeloise,Saint-Raphaëloise,17
souspierroise,Souspierroise,13
soyanaise,Soyanaise,9
suzoise,Suzoise,7
suzienne,Suzienne,8
tainoise,Tainoise,8
taulignanaise,Taulignanaise,13
tersannoise,Tersannoise,11
teyssieroise,Teyssièroise,12
treschenouse,Treschenouse,12
trioraise,Trioraise,9
truinasienne,Truinasienne,12
tulettienne,Tulettienne,11
upienne,Upienne,7
vacheroise,Vacheroise,10
maraveloise,Maraveloise,11
valaurienne,Valaurienne,11
valdromoise,Valdrômoise,11
valentinoise,Valentinoise,12
valousienne,Valousienne,11
vassivaine,Vassivaine,10
vaunaveysienne,Vaunaveysienne,14
veaunoise,Veaunoise,9
venterolaise,Venterolaise,12
verchenoise,Verchenoise,11
verclausienne,Verclausienne,13
vercoiranoise,Vercoiranoise,13
veronnoise,Véronnoise,10
versoise,Versoise,8
vescoise,Vescoise,8
villeboisienne,Villeboisienne,14
villefranchaise,Villefranchaise,15
perdrissienne,Perdrissienne,13
vinsobraise,Vinsobraise,11
volventiere,Volventière,11
aclouaise,Aclouaise,9
aconnaise,Aconnaise,9
acquignicienne,Acquignicienne,14
aiglevilloise,Aiglevilloise,13
aillytienne,Aillytienne,11
aizieroise,Aiziéroise,10
ajoucienne,Ajoucienne,10
alizeenne,Alizéenne,9
ambenaysienne,Ambenaysienne,13
amecourtoise,Amécourtoise,12
amfrevillaise,Amfrevillaise,13
amfrevillaise,Amfrevillaise,13
amfrevillaise,Amfrevillaise,13
amfrevilloise,Amfrevilloise,13
andeenne,Andéenne,8
angervillaise,Angervillaise,13
appevillaise,Appevillaise,12
armentieroise,Armentiéroise,13
arnieroise,Arniéroise,10
asnieroise,Asniéroise,10
albavienne,Albavienne,10
aulnaysienne,Aulnaysienne,12
altolienne,Altolienne,10
authevernoise,Authevernoise,13
authonienne,Authonienne,11
avironnaise,Avironnaise,11
avrillaise,Avrillaise,10
bacquepuisienne,Bacquepuisienne,15
bacquevillaise,Bacquevillaise,14
bailleulloise,Bailleulloise,13
balinoise,Bâlinoise,9
barcoise,Barcoise,8
barnevillaise,Barnevillaise,13
barquetaise,Barquetaise,11
barvillaise,Barvillaise,11
bazincourtoise,Bazincourtoise,14
bazoquaise,Bazoquaise,10
beaubraysienne,Beaubraysienne,14
beauficeloise,Beauficeloise,13
beaumesniloise,Beaumesniloise,14
beaumontaise,Beaumontaise,12
beaumonteloise,Beaumonteloise,14
bemecourtoise,Bémécourtoise,13
berengevillaise,Bérengevillaise,15
bernayenne,Bernayenne,10
bernienvilloise,Bernienvilloise,15
bernieroise,Berniéroise,11
bernouvilloise,Bernouvilloise,14
berthenonvilloise,Berthenonvilloise,17
berthouvillaise,Berthouvillaise,15
bervillaise,Bervillaise,11
bervilloise,Bervilloise,11
bervillaise,Bervillaise,11
beuzevillaise,Beuzevillaise,13
bacivienne,Bacivienne,10
bacivienne,Bacivienne,10
arnaucienne,Arnaucienne,11
sylviregicienne,Sylvirégicienne,15
bois-normantoise,Bois-Normantoise,16
boisemontaise,Boisemontaise,13
boisneyenne,Boisneyenne,11
buis-prevenchaise,Buis-Prévenchaise,17
boisseenne,Boisséenne,10
boncourtoise,Boncourtoise,12
bonnevillaise,Bonnevillaise,13
bosc-renoulthienne,Bosc-Renoulthienne,18
bosguerroise,Bosguerroise,12
bosguevillaise,Bosguevillaise,14
bosnormandoise,Bosnormandoise,14
bosquentinoise,Bosquentinoise,14
bosrobertoise,Bosrobertoise,13
bouaflaise,Bouaflaise,10
bouchevilloise,Bouchevilloise,14
boullevillaise,Boullevillaise,14
bouquelonnaise,Bouquelonnaise,14
bouquetotoise,Bouquetotoise,13
achard-bourgeoise,Achard-Bourgeoise,17
beaudinoise,Beaudinoise,11
therouldebourgeoise,Thérouldebourgeoise,19
bournevillaise,Bournevillaise,14
bourthoise,Bourthoise,10
brayenne,Brayenne,8
brestotoise,Brestotoise,11
bretagnollaise,Bretagnollaise,14
bretolienne,Bretolienne,11
bretignacienne,Brétignacienne,14
breuilpontaise,Breuilpontaise,14
bredienne,Brédienne,9
brionnaise,Brionnaise,10
broglienne,Broglienne,10
brosvillaise,Brosvillaise,12
bueilloise,Bueilloise,10
buxeenne,Buxéenne,8
bureyoise,Bureyoise,9
bussienne,Bussienne,9
cahaignoise,Cahaignoise,11
caillouettaise,Caillouettaise,14
calliacienne,Calliacienne,12
callevillaise,Callevillaise,13
campignaise,Campignaise,11
canappevillaise,Canappevillaise,15
cantelaise,Cantelaise,10
caorchaise,Caorchaise,10
capellaise,Capellaise,10
carsixienne,Carsixienne,11
caugeenne,Caugéenne,9
caumontaise,Caumontaise,11
cauvervillaise,Cauvervillaise,14
cessevillaise,Cessevillaise,13
chaignaise,Chaignaise,10
casadeenne,Casadéenne,10
chamblacaise,Chamblacaise,12
chambordaise,Chambordaise,12
chambraysienne,Chambraysienne,14
champ-dolentaise,Champ-Dolentaise,16
champenardaise,Champenardaise,14
champignollaise,Champignollaise,15
chanteloupaise,Chanteloupaise,14
charlevalaise,Charlevalaise,13
casteleptienne,Casteleptienne,14
chennebrunoise,Chennebrunoise,14
cheronvilliageoise,Chéronvilliageoise,18
cierroise,Cierroise,9
cintrayaise,Cintrayaise,11
civieroise,Civiéroise,10
clavillaise,Clavillaise,11
collandraise,Collandraise,12
colletotoise,Colletotoise,12
combonnaise,Combonnaise,11
conchoise,Conchoise,9
condienne,Condienne,9
condeenne,Condéenne,9
connelloise,Connelloise,11
contevillaise,Contevillaise,13
cormeillaise,Cormeillaise,12
corneuillaise,Corneuillaise,13
cornefouquoise,Cornefouquoise,14
cornevillaise,Cornevillaise,13
coudraise,Coudraise,9
courbepinaise,Courbépinaise,13
courcelloise,Courcelloise,12
courdemanchaise,Courdemanchaise,15
courteilloise,Courteilloise,13
crasvillaise,Crasvillaise,12
crestotaise,Crestotaise,11
criquebeuvaise,Criquebeuvaise,14
criquebeuvienne,Criquebeuvienne,15
croisillonne,Croisillonne,12
crosvillaise,Crosvillaise,12
crothoise,Crothoise,9
cuvervilloise,Cuvervilloise,13
marie-damienne,Marie-Damienne,14
dampsmesnilienne,Dampsmesnilienne,16
damvillaise,Damvillaise,11
dangeroise,Dangéroise,10
dardezienne,Dardezienne,11
daubeufaise,Daubeufaise,11
daubeuvienne,Daubeuvienne,12
dunienne,Dunienne,8
doudeauvillaise,Doudeauvillaise,15
douvillaise,Douvillaise,11
drucourtoise,Drucourtoise,12
duranvillaise,Duranvillaise,13
ecaquelonaise,Ecaquelonaise,13
ecardenvillaise,Ecardenvillaise,15
ecardenvillaise,Ecardenvillaise,15
ecauvillaise,Ecauvillaise,12
ecosienne,Ecosienne,9
escovienne,Escovienne,10
ecquetotaise,Ecquetotaise,12
emallevillaise,Emallevillaise,14
emanvillaise,Emanvillaise,12
epagnole,Epagnole,8
epegardaise,Epégardaise,11
epidonienne,Epidonienne,11
epinayenne,Epinayenne,10
eprevillaise,Eprevillaise,12
eprevillaise,Eprevillaise,12
eprevillaise,Eprevillaise,12
sterpinacienne,Sterpinacienne,14
etrevillaise,Etrévillaise,12
sturcretine,Sturcretine,11
ebroicienne,Ebroïcienne,11
ezeenne,Ezéenne,7
farcelienne,Farcelienne,11
fatouvillaise,Fatouvillaise,13
fauvillaise,Fauvillaise,11
faverollaise,Faverollaise,12
ferrieroise,Ferriéroise,11
ferrieroise,Ferriéroise,11
feuguerollaise,Feuguerollaise,14
equainvillaise,Equainvillaise,14
fleurysienne,Fleurysienne,12
fleurysienne,Fleurysienne,12
filipipinghienne,Filipipinghienne,16
follevillaise,Follevillaise,13
berengeoise,Bérengeoise,11
hildebourgeoise,Hildebourgeoise,15
fontenoise,Fontenoise,10
lupifontaine,Lupifontaine,12
fontainoise,Fontainoise,11
jovifontaine,Jovifontaine,12
fontenayenne,Fontenayenne,12
fort-movillaise,Fort-Movillaise,15
foucrainvillaise,Foucrainvillaise,16
foulbecaise,Foulbecaise,11
fouquevillaise,Fouquevillaise,14
fourgienne,Fourgienne,10
fourmetotoise,Fourmetotoise,13
foursaise,Foursaise,9
franchevillaise,Franchevillaise,15
franquevillaise,Franquevillaise,15
freneusienne,Freneusienne,12
fresnaise,Fresnaise,9
frexinoise,Frexinoise,10
fresneyaise,Fresneyaise,11
gadencourtoise,Gadencourtoise,14
gaillardboisienne,Gaillardboisienne,17
gaillonnaise,Gaillonnaise,12
gamachaise,Gamachaise,10
garennaise,Garennaise,10
ganytoise,Ganytoise,9
gaucieloise,Gaucieloise,11
gaudrevillaise,Gaudrevillaise,14
gauvillaise,Gauvillaise,11
gisayaise,Gisayaise,9
gisorsienne,Gisorsienne,11
givernoise,Givernoise,10
givervillaise,Givervillaise,13
glisolloise,Glisolloise,11
glosienne,Glosienne,9
goupilleroise,Goupilléroise,13
gournayaise,Gournayaise,11
gouttieroise,Gouttiéroise,12
gouvillaise,Gouvillaise,11
grainvilloise,Grainvilloise,13
grand-campoise,Grand-Campoise,14
grandchinoise,Grandchinoise,13
grandvilloise,Grandvilloise,13
gravignoise,Gravignoise,11
grosleyenne,Grosleyenne,11
grandisylvaine,Grandisylvaine,14
guernanvillaise,Guernanvillaise,15
guernysienne,Guernysienne,12
guichainvillaise,Guichainvillaise,16
guisenoise,Guisenoise,10
guitricienne,Guitricienne,12
hacquevillaise,Hacquevillaise,14
harcourtoise,Harcourtoise,12
hardencourtoise,Hardencourtoise,15
harquenceenne,Harquencéenne,13
hauvillaise,Hauvillaise,11
hebecourtoise,Hébécourtoise,13
hecmanvillaise,Hecmanvillaise,14
hecourtaise,Hécourtaise,11
hectomarienne,Hectomarienne,13
aniseyenne,Aniseyenne,10
herquevillaise,Herquevillaise,14
heubecourtoise,Heubécourtoise,14
heudebouvillaise,Heudebouvillaise,16
heudicourtoise,Heudicourtoise,14
heudrevillaise,Heudrevillaise,14
heudrevillaise,Heudrevillaise,14
heuquevillaise,Heuquevillaise,14
